Kod;Nazwa;Ważniejsze przyczyny wypadków;Rok;Wartosc;Jednostka miary;Atrybut
0000000;POLSKA;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2017;4172;szt.; 
0000000;POLSKA;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2018;3816;szt.; 
0000000;POLSKA;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2019;3586;szt.; 
0000000;POLSKA;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2020;2817;szt.; 
0000000;POLSKA;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2021;2648;szt.; 
0000000;POLSKA;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2022;2835;szt.; 
0000000;POLSKA;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2023;3084;szt.; 
0000000;POLSKA;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2014;2323;szt.; 
0000000;POLSKA;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2015;2372;szt.; 
0000000;POLSKA;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2016;2521;szt.; 
0000000;POLSKA;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2017;2555;szt.; 
0000000;POLSKA;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2018;2293;szt.; 
0000000;POLSKA;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2019;2216;szt.; 
